Geneid	Fx593-CIM0DP-RNA-R1	Fx593-CIM0DP-RNA-R2	Fx600-CIM0DP-RNA-R1	Fx600-CIM0DP-RNA-R2
XXX3X29660	0	0	3	1
XXX3X29670	0	0	1	1
XXX3X29680	0	0	0	1
XXX3X29690	0	0	1	0
XXX3X29695	0	0	3	3
XXX3X29700	0	0	0	1
XXX3X29710	0	0	5	0
XXX3X29720	0	0	2	0
XXX3X29725	0	0	5	2
XXX3X29727	2	0	1	0
XXX3X29730	0	0	1	0
XXX3X29732	0	1	4	0
XXX3X29734	0	1	1	0
XXX3X29736	0	0	2	1
XXX3X29738	0	0	0	0
XXX3X29739	1	0	0	2
XXX3X29740	0	1	1	0
XXX3X29750	1	0	1	2
XXX3X29755	2	5	6	6
XXX3X05955	0	0	1	0
XXX3X29760	474	152	104	582
XXX3X29762	0	0	0	0
XXX3X29763	0	0	0	0
XXX3X29765	0	0	2	0
XXX3X29766	0	0	0	1
XXX3X29764	0	0	0	0
XXX3X29788	3	0	0	0
XXX3X29767	1	0	6	5
XXX3X29768	0	0	3	1
XXX3X29789	0	0	0	0
XXX3X29785	0	0	0	0
XXX3X29771	0	0	3	0
XXX3X29772	0	0	1	2
XXX3X29773	3	2	19	12
XXX3X29769	0	0	0	2
XXX3X29774	0	0	0	0
XXX3X29770	183	199	82	3
XXX3X29786	0	0	1	2
XXX3X29776	0	0	3	1
XXX3X29777	0	1	0	1
XXX3X29778	0	1	0	2
XXX3X29775	1	5	8	3
XXX3X29779	0	0	1	1
XXX3X29780	0	0	1	2
XXX3X29781	1	1	1	0
XXX3X29783	0	0	9	3
XXX3X29782	0	0	9	1
XXX3X29784	0	0	1	1
XXX3X29787	1	0	0	1
XXX3X29790	0	0	0	1
XXX3X29791	0	0	0	1
XXX3X29792	2	0	10	5
XXX3X29796	0	4	2	9
XXX3X29797	0	0	2	0
XXX3X29798	0	0	3	0
XXX3X29800	2	1	1	5
XXX3X29805	0	0	1	0
XXX3X29810	21	623	11	302
XXX3X05965	0	0	0	0
XXX3X29820	0	0	2	1
XXX3X29830	1	1	0	2
XXX3X29970	1	0	2	0
XXX3X30110	0	1	1	2
XXX3X30120	1	163	6	4
XXX3X05995	0	0	0	0
XXX3X30122	426	433	3	1
XXX3X30145	0	1	3	1
XXX3X06015	0	0	0	1
XXX3X30147	0	0	0	0
XXX3X30150	0	0	0	0
XXX3X30160	0	0	0	0
XXX3X30170	0	0	2	1
XXX3X30165	0	0	0	0
XXX3X30180	160	1	1012	882
XXX3X30183	0	0	1	0
XXX3X30187	0	0	0	0
XXX3X30190	0	0	0	0
XXX3X30200	0	2	5	2
XXX3X30210	1	224	3	2
XXX3X30211	0	1	7	3
XXX3X30212	0	0	2	0
XXX3X30213	0	0	5	0
XXX3X30214	0	0	1	0
XXX3X30216	0	0	0	1
XXX3X30218	0	0	1	1
XXX3X30219	1	0	9	3
XXX3X30220	0	0	1	0
XXX3X30222	0	0	2	0
XXX3X30230	0	0	1	0
XXX3X30235	0	0	2	4
XXX3X30240	0	0	0	0
XXX3X30245	1	0	1	0
XXX3X30247	0	0	2	1
XXX3X30250	0	0	0	0
XXX3X06025	0	0	0	0
XXX3X30260	0	0	7	0
XXX3X30280	0	0	4	0
XXX3X30281	0	0	1	1
XXX3X30290	0	0	5	8
XXX3X30300	25	16	9	11
XXX3X30305	3	0	0	0
XXX3X06045	0	0	0	0
XXX3X30310	0	0	2	0
XXX3X30320	1	0	0	0
XXX3X30330	0	2	7	0
XXX3X30335	1	1	8	4
XXX3X30340	0	1	3	4
XXX3X30345	0	0	0	0
XXX3X30350	0	0	3	0
XXX3X30360	0	0	0	0
XXX3X30370	0	0	0	0
XXX3X30380	358	43	0	0
XXX3X30390	237	1061	1221	446
XXX3X30383	0	0	0	0
XXX3X30384	0	0	0	1
XXX3X30385	0	0	0	0
XXX3X30386	0	0	0	0
XXX3X30387	0	0	0	1
XXX3X30388	0	0	0	0
XXX3X30393	0	0	4	3
XXX3X30396	0	0	0	0
XXX3X30400	0	0	9	4
XXX3X30405	1	0	10	10
XXX3X30410	0	0	0	1
XXX3X30411	1	0	8	4
XXX3X30413	1	0	3	3
XXX3X30415	2	0	2	3
XXX3X30416	1	4	12	13
XXX3X30418	6	1	8	5
XXX3X30420	0	0	4	2
XXX3X30430	0	0	3	0
XXX3X30433	1	0	9	3
XXX3X30436	1	1	5	4
XXX3X30440	1	0	3	2
XXX3X30450	0	0	1	3
XXX3X30455	0	0	2	1
XXX3X30460	0	0	2	0
XXX3X30465	1	6	12	4
XXX3X30470	0	0	3	0
XXX3X30480	1	1	5	1
XXX3X30490	0	0	0	0
XXX3X30500	0	1	3	4
XXX3X30505	1	0	2	2
XXX3X30510	0	0	0	0
XXX3X30520	0	0	0	0
XXX3X30525	0	0	0	1
XXX3X30530	0	0	1	1
XXX3X30540	0	0	0	2
XXX3X30550	1	1	2	3
XXX3X30560	4	2	22	11
XXX3X30570	0	1	12	1
XXX3X30580	0	0	26	0
XXX3X30582	0	3	5	0
XXX3X30585	0	0	3	3
XXX3X30587	1	0	0	0
XXX3X30590	0	0	2	1
XXX3X30600	0	0	0	0
XXX3X30610	0	0	3	0
XXX3X30620	1	0	0	0
XXX3X30630	1	0	1	2
XXX3X30640	0	0	1	0
XXX3X30645	0	0	0	0
XXX3X30650	0	0	0	1
XXX3X30655	2	2	4	4
XXX3X30660	0	0	0	0
XXX3X30663	0	0	0	1
XXX3X30665	0	0	0	0
XXX3X30668	5	6	21	10
XXX3X30670	0	0	0	0
XXX3X30680	0	0	1	2
XXX3X30685	1	0	2	0
XXX3X06055	0	0	0	0
XXX3X30690	0	0	1	1
XXX3X30695	3	8	51	18
XXX3X30700	0	0	4	0
XXX3X30703	1	1	2	2
XXX3X30705	0	0	1	0
XXX3X30708	0	1	13	2
XXX3X30709	0	0	0	1
XXX3X30711	0	1	8	1
XXX3X30710	1	0	2	0
XXX3X30712	0	0	0	0
XXX3X30714	0	0	0	0
XXX3X30713	1	0	6	2
XXX3X30715	1	0	3	2
XXX3X30716	7	1	3	14
XXX3X30717	0	0	1	0
XXX3X06065	0	0	0	0
XXX3X30718	0	0	4	0
XXX3X30719	0	0	2	0
XXX3X30721	1	0	1	0
XXX3X30722	0	1	0	0
XXX3X30720	0	0	4	0
XXX3X30724	0	0	2	1
XXX3X30725	0	0	4	2
XXX3X30727	0	0	0	1
XXX3X30730	0	0	0	0
XXX3X30733	0	0	0	0
XXX3X30737	0	1	26	4
XXX3X30740	0	0	1	0
XXX3X30739	0	0	1	2
XXX3X06075	0	0	0	0
XXX3X30742	0	0	0	0
XXX3X30743	2	0	2	1
XXX3X30751	0	0	0	0
XXX3X30744	0	1	2	0
XXX3X30745	3	1	20	6
XXX3X30747	2	0	2	0
XXX3X30746	1	1	1	5
XXX3X30749	3	0	22	12
XXX3X30748	0	0	2	2
XXX3X30750	0	0	0	0
XXX3X30755	0	0	0	1
XXX3X30760	0	0	3	0
XXX3X30763	1	2	3	3
XXX3X30764	1	0	3	3
XXX3X30766	0	0	0	0
XXX3X30765	0	0	1	0
XXX3X30767	0	0	0	0
XXX3X30770	0	1	1	3
XXX3X30775	5769	5926	10275	8562
XXX3X06095	0	0	0	0
XXX3X30780	0	3	4	2
XXX3X30790	1	2	9	9
XXX3X30800	0	0	4	1
XXX3X30802	0	0	3	5
XXX3X30803	0	0	0	0
XXX3X30805	0	0	0	0
XXX3X30810	0	0	0	2
XXX3X30811	2	1	6	3
XXX3X30812	0	0	0	0
XXX3X30814	1	0	3	4
XXX3X30813	1	0	0	0
XXX3X30815	1	0	4	0
XXX3X30817	0	0	0	1
XXX3X30816	0	0	4	0
XXX3X30818	0	1	2	0
XXX3X30819	3	3	12	7
XXX3X30821	3	4	15	5
XXX3X30820	0	1	0	2
XXX3X30825	0	1	6	2
XXX3X30827	0	0	6	2
XXX3X30830	1	1	3	3
XXX3X30831	0	2	1	2
XXX3X30832	0	1	3	1
XXX3X30833	0	0	7	3
XXX3X30834	0	3	5	5
XXX3X06115	0	3	1	0
XXX3X30823	0	0	0	0
XXX3X30836	0	0	4	3
XXX3X30837	2	1	5	1
XXX3X30835	0	0	2	1
XXX3X06135	0	0	0	0
XXX3X06155	0	0	0	0
XXX3X30839	0	0	0	1
XXX3X30838	4	2	15	12
XXX3X30840	0	1	0	0
XXX3X30841	0	0	1	1
XXX3X30842	2	0	8	4
XXX3X30844	0	1	1	0
XXX3X30843	0	0	0	0
XXX3X30846	0	0	0	0
XXX3X30847	0	0	0	1
XXX3X30845	0	0	0	0
XXX3X30848	0	0	0	0
XXX3X06165	0	0	0	0
XXX3X30852	0	3	5	0
XXX3X30859	0	0	8	3
XXX3X06185	0	0	0	0
XXX3X30867	1	0	5	2
XXX3X30875	4	1	3	2
XXX3X30885	1	0	5	2
XXX3X31005	0	0	0	0
XXX3X31023	0	0	0	0
XXX3X31161	0	0	0	0
XXX3X31300	0	0	0	0
XXX3X31310	0	0	0	0
XXX3X31312	0	1	1	1
XXX3X31314	0	1	2	1
XXX3X31317	1	3	13	6
XXX3X31320	1	0	0	2
XXX3X31330	0	0	0	1
XXX3X31340	0	0	0	0
XXX3X31350	0	0	2	0
XXX3X31355	3	0	1	0
XXX3X31356	0	0	2	1
XXX3X31357	0	0	2	0
XXX3X31358	0	0	2	1
XXX3X31359	2	1	5	4
XXX3X31360	0	0	0	1
XXX3X31365	0	0	9	8
XXX3X31367	1	0	2	7
XXX3X31370	0	0	1	0
XXX3X31373	1	0	3	0
XXX3X31374	1	0	7	2
XXX3X31375	0	3	10	4
XXX3X31377	0	0	0	1
XXX3X31380	1	0	1	2
XXX3X31390	2	0	0	0
XXX3X31395	0	0	6	4
XXX3X31402	0	0	3	3
XXX3X31403	0	0	4	4
XXX3X31406	0	0	0	0
XXX3X31410	0	0	1	0
XXX3X31425	0	0	3	0
XXX3X31420	0	0	0	0
XXX3X31422	0	0	2	0
XXX3X31430	0	0	0	0
XXX3X31440	1	1	9	1
XXX3X31442	0	0	0	0
XXX3X31450	0	2	7	5
XXX3X31460	0	0	1	1
XXX3X31470	1	1	13	4
XXX3X31475	0	1	1	1
XXX3X31490	0	0	0	3
XXX3X31500	1	0	6	1
XXX3X31510	0	0	1	6
XXX3X31550	0	2	0	2
XXX3X31530	0	0	0	2
XXX3X31540	0	1	0	0
XXX3X31630	1	0	6	1
XXX3X31720	0	0	0	0
XXX3X31810	1	2	3	1
XXX3X31560	0	0	0	2
XXX3X31900	0	0	0	0
XXX3X31902	0	0	0	0
XXX3X31903	0	0	0	0
XXX3X06205	0	0	0	0
XXX3X31904	4	0	8	15
XXX3X31905	0	3	1	0
XXX3X31906	0	0	0	1
XXX3X31908	0	0	3	0
XXX3X06215	0	0	0	0
XXX3X31909	0	0	0	0
XXX3X31910	0	0	5	0
XXX3X31915	0	0	0	1
XXX3X31920	2	0	14	13
XXX3X31930	0	0	0	1
XXX3X31925	0	0	1	0
XXX3X31935	2	0	4	1
XXX3X31940	0	0	2	2
XXX3X31945	0	0	6	3
XXX3X31950	0	0	0	0
XXX3X31955	0	0	0	0
XXX3X31960	0	0	0	0
XXX3X31970	3	0	4	0
XXX3X06225	0	0	0	0
XXX3X06235	0	0	0	0
XXX3X06245	0	0	0	0
XXX3X31980	0	4	7	5
XXX3X31990	0	0	0	0
XXX3X31993	0	0	0	0
XXX3X31996	0	0	0	0
XXX3X32000	1	1	14	5
XXX3X32010	0	0	5	4
XXX3X32020	0	0	5	1
XXX3X32023	4	2	7	8
XXX3X32021	1	0	4	1
XXX3X32022	3	0	7	3
XXX3X32024	0	0	4	0
XXX3X32026	3	8	23	6
XXX3X32027	6	0	13	5
XXX3X32028	0	0	2	0
XXX3X32033	1	0	11	10
XXX3X32029	0	0	0	3
XXX3X32031	2	0	2	3
XXX3X32032	0	1	5	1
XXX3X32030	0	0	1	1
XXX3X32035	0	0	4	0
XXX3X06255	0	0	0	0
XXX3X32040	0	1	0	1
XXX3X32043	1	2	9	5
XXX3X32047	0	0	3	4
XXX3X32050	0	0	1	1
XXX3X06265	0	0	0	0
XXX3X06275	0	0	0	0
XXX3X32060	0	0	1	4
XXX3X32070	1	0	0	4
XXX3X32080	3	0	3	4
XXX3X32090	0	1	1	4
XXX3X32091	3	2	8	9
XXX3X32092	0	0	1	0
XXX3X32093	0	0	0	0
XXX3X32095	0	0	0	0
XXX3X32110	4	1	19	12
XXX3X32112	2	0	5	3
XXX3X32115	0	0	9	2
XXX3X32116	1	0	1	2
XXX3X32118	1	0	2	2
XXX3X32130	0	0	0	0
XXX3X32135	0	1	2	1
XXX3X32140	0	1	0	0
XXX3X32150	1	0	12	7
XXX3X32160	1	0	4	2
XXX3X32164	2	1	15	8
XXX3X32168	0	0	7	0
XXX3X32172	0	0	2	1
XXX3X32176	0	0	0	0
XXX3X32180	0	0	1	0
XXX3X32190	0	0	0	2
XXX3X32195	0	0	1	1
XXX3X32200	0	0	0	0
XXX3X32205	0	0	7	1
XXX3X32210	0	0	1	1
XXX3X32220	0	0	1	0
XXX3X32223	0	0	4	1
XXX3X32226	5	4	33	8
XXX3X32230	0	0	5	14
XXX3X32240	0	0	6	2
XXX3X32250	0	2	17	6
XXX3X32260	1	0	1	1
XXX3X32270	1	0	1	1
XXX3X32275	0	0	0	0
XXX3X32280	1	2	2	1
XXX3X32290	0	0	1	0
XXX3X32295	0	0	4	0
XXX3X32300	0	1	0	4
XXX3X32305	0	0	4	0
XXX3X32310	0	0	0	0
XXX3X32313	0	0	0	1
XXX3X32316	0	0	1	0
XXX3X32320	2	0	8	2
XXX3X32330	0	0	2	4
XXX3X32340	0	0	0	3
XXX3X32360	3	0	3	8
XXX3X32370	0	0	0	0
XXX3X32371	0	0	1	0
XXX3X32373	2	2	25	15
XXX3X32375	1	0	4	0
XXX3X32377	0	2	1	6
XXX3X06285	0	0	0	0
XXX3X32383	2	0	6	6
XXX3X32380	0	0	0	0
XXX3X32385	3	1	8	2
XXX3X32387	0	0	0	0
XXX3X32389	2	0	6	2
XXX3X32391	0	2	1	1
XXX3X32393	0	3	9	1
XXX3X32394	0	0	1	1
XXX3X32395	0	3	6	2
XXX3X32397	0	0	2	2
XXX3X32400	1	0	7	1
XXX3X32405	2	3	7	2
XXX3X32410	0	2	1	1
XXX3X32415	2	2	14	4
XXX3X32420	1	1	6	2
XXX3X32425	0	1	3	4
XXX3X32435	0	0	0	0
XXX3X32445	0	0	4	2
XXX3X32455	0	0	0	0
XXX3X32465	0	0	0	2
XXX3X32475	1	0	4	0
XXX3X32677	0	0	2	0
XXX3X32880	0	0	0	0
XXX3X32890	1	1	3	2
XXX3X32893	0	0	1	1
XXX3X32894	0	0	8	1
XXX3X32896	0	0	2	0
XXX3X32902	0	0	1	0
XXX3X32903	0	0	1	3
XXX3X32895	0	1	4	2
XXX3X32897	0	0	0	0
XXX3X32898	0	0	1	1
XXX3X32899	2	0	15	6
XXX3X32904	1	0	3	2
XXX3X32901	0	0	2	0
XXX3X32900	0	0	3	4
XXX3X32910	1	1	0	0
XXX3X32912	0	0	1	0
XXX3X32914	2	1	16	3
XXX3X32917	0	0	0	1
XXX3X06295	0	0	0	0
XXX3X32920	0	0	0	1
XXX3X32925	0	1	2	1
XXX3X32930	182	293	266	155
XXX3X32940	4	0	352	5
XXX3X32950	0	1	3	3
XXX3X32960	0	0	0	1
XXX3X32962	0	0	0	0
XXX3X32964	1	0	3	0
XXX3X32966	0	0	2	3
XXX3X32968	0	2	4	2
XXX3X32970	0	0	0	2
XXX3X32975	1	1	2	1
XXX3X32980	0	0	469	0
XXX3X32990	0	0	5	0
XXX3X33000	0	1	0	0
XXX3X33002	0	0	0	0
XXX3X33004	0	0	1	0
XXX3X33005	0	0	5	3
XXX3X33006	0	2	0	0
XXX3X33008	0	0	0	0
XXX3X33009	0	2	8	0
XXX3X33011	0	0	7	0
XXX3X33010	0	0	1	6
XXX3X33025	0	0	2	0
XXX3X33030	0	0	1	1
XXX3X33035	1	3	8	4
XXX3X33045	0	0	1	3
XXX3X33055	0	0	0	1
XXX3X33058	9	2	17	9
XXX3X33085	1	2	5	6
XXX3X33083	4	4	10	5
XXX3X33082	1	0	1	0
XXX3X33081	0	1	1	2
XXX3X33079	4	1	2	2
XXX3X33064	0	0	0	0
XXX3X33066	3	2	12	2
XXX3X33072	4	0	7	1
XXX3X33071	6	3	15	8
XXX3X33074	0	0	0	1
XXX3X33075	0	0	1	0
XXX3X33077	1	1	2	0
XXX3X33073	1	1	9	5
XXX3X33067	0	0	6	7
XXX3X33065	0	0	3	2
XXX3X33070	0	0	2	0
XXX3X33084	2	0	5	0
XXX3X33076	0	0	1	0
XXX3X33069	0	0	2	0
XXX3X33080	0	0	0	2
XXX3X33091	0	0	4	2
XXX3X33094	0	0	0	0
XXX3X33097	0	0	2	3
XXX3X33100	0	0	0	1
XXX3X33103	2	0	1	1
XXX3X33106	0	2	8	0
XXX3X33109	0	1	1	1
XXX3X33112	1	0	0	3
XXX3X33115	1	2	7	3
XXX3X33118	0	2	8	9
XXX3X33121	0	0	3	0
XXX3X06315	0	0	1	0
XXX3X33124	2	4	11	14
XXX3X33127	1	0	1	5
XXX3X33130	0	0	9	2
XXX3X33131	0	0	0	1
XXX3X33133	2	1	12	6
XXX3X33136	0	0	0	0
XXX3X33139	0	0	0	0
XXX3X33142	3	3	11	5
XXX3X33145	0	0	1	0
XXX3X33148	0	0	3	2
XXX3X33151	0	2	5	0
XXX3X33154	0	0	4	6
XXX3X33157	1	1	15	5
XXX3X33160	0	0	2	3
XXX3X33163	0	0	2	1
XXX3X33166	0	0	0	0
XXX3X33169	0	0	2	1
XXX3X33172	0	0	1	3
XXX3X33175	1	5	3	3
XXX3X33178	0	1	3	1
XXX3X33181	0	0	0	1
XXX3X33185	0	0	0	0
XXX3X33187	0	1	1	1
XXX3X33189	0	0	6	0
XXX3X33193	1	1	10	4
XXX3X33293	0	0	0	0
XXX3X33393	0	0	0	1
XXX3X33494	0	0	5	0
XXX3X33595	3	3	25	7
XXX3X33585	0	1	0	0
XXX3X33575	0	0	0	0
XXX3X33572	0	0	0	0
XXX3X33570	0	0	0	0
XXX3X33565	0	0	5	1
XXX3X33555	0	0	0	1
XXX3X33545	0	0	1	0
XXX3X33537	0	0	8	10
XXX3X33528	0	1	1	0
XXX3X33530	3	177	10	416
XXX3X33520	0	0	96	0
XXX3X33448	0	0	1	0
XXX3X33377	0	0	3	2
XXX3X33235	0	0	1	1
XXX3X35003	0	0	0	0
XXX3X33230	0	0	0	0
XXX3X33225	0	0	1	0
XXX3X33215	0	0	2	1
XXX3X33205	0	0	1	1
XXX3X33201	0	0	2	1
XXX3X33197	0	0	0	0
XXX3X34299	0	0	0	0
XXX3X35707	0	0	0	0
XXX3X36411	0	0	0	0
XXX3X37820	1	1	6	2
XXX3X38525	0	0	2	1
XXX3X39230	0	1	7	5
XXX3X39935	2	0	5	2
XXX3X40640	0	0	0	0
XXX3X41345	0	0	1	0
XXX3X41762	21	60	468	249
XXX3X41761	0	0	0	0
XXX3X06325	0	0	0	0
XXX3X41768	699	1063	992	582
XXX3X06355	1204	1104	540	371
XXX3X41979	0	0	0	0
XXX3X42047	0	0	0	0
XXX3X42050	756	802	1136	226
XXX3X42052	35	3	137	5
XXX3X42054	0	1	3	1
XXX3X42057	0	2	3	2
XXX3X42060	0	0	1	1
XXX3X42065	2	0	1	2
XXX3X42070	0	0	0	0
XXX3X42080	0	0	2	1
XXX3X42083	0	0	4	1
XXX3X42086	1	1	8	6
XXX3X42090	0	0	0	0
XXX3X42100	3	2	11	3
XXX3X42110	0	0	0	0
XXX3X42115	0	0	1	0
XXX3X42120	0	2	1	0
XXX3X42075	0	0	0	0
XXX3X42130	0	0	0	0
XXX3X42140	0	3	3	1
XXX3X42148	0	0	0	0
XXX3X42150	231	240	2	388
XXX3X42153	0	0	0	0
XXX3X42155	0	0	3	1
XXX3X42160	0	0	0	0
XXX3X42170	358	4	394	567
XXX3X42180	4	1	11	3
XXX3X06375	0	0	0	1
XXX3X42174	1	3	6	4
XXX3X42178	1	2	12	3
XXX3X42179	0	0	3	2
XXX3X42181	0	0	0	0
XXX3X42182	0	0	8	1
XXX3X42186	0	0	5	0
XXX3X42190	0	0	3	2
XXX3X42200	0	0	0	0
XXX3X42203	0	0	1	1
XXX3X42206	0	0	1	6
XXX3X42220	5	2	3	2
XXX3X42230	4	0	6	7
XXX3X42233	2	0	3	4
XXX3X42236	0	1	1	1
XXX3X42240	0	0	1	0
XXX3X42245	2	0	0	3
XXX3X42250	0	0	0	2
XXX3X42251	0	0	3	0
XXX3X42252	0	0	1	0
XXX3X42253	0	0	0	0
XXX3X42254	0	0	2	0
XXX3X42255	0	0	1	2
XXX3X42256	4	3	19	14
XXX3X42257	0	0	0	0
XXX3X42258	0	0	5	1
XXX3X42260	0	0	0	0
XXX3X42270	1	0	2	3
XXX3X42280	0	0	1	0
XXX3X42290	1	1	7	3
XXX3X42300	0	1	0	1
XXX3X42305	1	0	2	0
XXX3X42310	1	0	2	0
XXX3X42313	0	0	1	5
XXX3X42316	0	0	3	3
XXX3X42320	0	0	3	1
XXX3X42330	0	2	3	3
XXX3X42340	0	0	0	0
XXX3X42350	0	0	0	0
XXX3X42353	0	0	0	0
XXX3X42356	0	0	0	0
XXX3X42360	0	1	1	3
XXX3X42383	0	3	6	4
XXX3X42386	0	1	7	5
XXX3X42390	0	0	0	0
XXX3X42400	0	0	4	0
XXX3X42410	0	2	15	2
XXX3X42420	1	6	11	8
XXX3X06385	0	0	0	0
XXX3X42430	0	0	2	0
XXX3X42431	0	3	3	3
XXX3X42432	1	1	2	4
XXX3X42433	0	0	1	1
XXX3X42434	4	5	7	5
XXX3X42436	0	1	2	0
XXX3X42438	0	1	2	4
XXX3X42440	0	0	0	1
XXX3X42445	0	0	3	1
XXX3X42450	0	0	2	0
XXX3X42460	1	0	2	0
XXX3X42470	0	2	3	0
XXX3X42466	0	0	0	1
XXX3X42473	0	0	0	0
XXX3X42471	0	0	6	4
XXX3X42472	0	0	1	0
XXX3X42474	0	0	1	1
XXX3X42476	1	0	1	0
XXX3X42478	0	3	0	0
XXX3X42480	0	0	0	1
XXX3X42490	0	0	0	0
XXX3X42500	0	0	0	0
XXX3X42510	0	0	0	1
XXX3X42520	0	0	0	0
XXX3X42530	1	3	11	10
XXX3X42535	0	0	5	0
XXX3X42540	2	0	5	0
XXX3X42542	0	0	2	0
XXX3X06395	0	0	0	0
XXX3X42545	1	0	3	1
XXX3X42550	1	0	5	1
XXX3X06405	0	0	0	1
XXX3X06415	0	0	0	0
XXX3X42553	0	1	1	1
XXX3X42556	0	0	0	1
XXX3X42557	0	0	0	0
XXX3X42560	0	0	1	0
XXX3X42565	0	0	1	0
XXX3X42570	0	0	1	0
XXX3X42580	2	0	4	4
XXX3X42590	0	0	3	0
XXX3X42600	0	0	1	0
XXX3X42610	0	0	3	1
XXX3X42620	0	0	2	1
XXX3X42621	1	0	0	1
XXX3X42622	0	0	3	0
XXX3X42624	0	1	0	1
XXX3X42626	0	1	4	3
XXX3X42628	0	1	3	0
XXX3X42630	0	0	3	5
XXX3X06425	0	0	1	0
XXX3X42640	2	2	10	2
XXX3X42645	1	0	0	0
XXX3X42646	0	0	0	0
XXX3X42650	0	3	5	6
XXX3X42653	0	0	1	1
XXX3X42656	1	0	0	0
XXX3X42658	0	0	2	1
XXX3X42660	0	0	1	0
XXX3X42670	2	0	13	6
XXX3X42680	0	3	4	4
XXX3X42690	1	0	5	4
XXX3X42700	0	0	2	1
XXX3X42710	0	0	5	0
XXX3X42711	3	2	0	0
XXX3X42712	0	0	6	1
XXX3X42713	0	0	3	2
XXX3X06465	0	0	3	0
XXX3X42714	0	0	0	3
XXX3X42715	2	1	8	2
XXX3X42716	0	0	1	0
XXX3X42719	0	0	0	1
XXX3X42726	0	0	0	0
XXX3X42727	0	1	1	0
XXX3X42717	2	1	3	3
XXX3X42718	0	2	1	2
XXX3X42720	0	1	2	3
XXX3X42721	1	0	7	1
XXX3X42722	0	0	0	3
XXX3X42723	1	0	1	2
XXX3X42724	0	0	0	0
XXX3X42725	0	0	0	1
XXX3X42730	4	1	10	1
XXX3X42740	0	0	0	0
XXX3X42750	1	0	1	0
XXX3X42760	0	0	1	1
XXX3X42763	0	0	12	2
XXX3X42766	0	0	6	2
XXX3X42770	0	0	0	0
XXX3X42780	0	0	0	0
XXX3X42783	0	3	1	1
XXX3X42786	0	0	2	0
XXX3X42790	745	589	731	592
XXX3X29794	0	0	0	0
XXX3X42791	0	0	4	2
XXX3X06475	0	0	1	0
XXX3X42792	0	2	4	0
XXX3X42794	0	0	0	1
XXX3X42796	0	0	3	1
XXX3X42798	0	2	0	0
XXX3X42800	0	0	5	2
XXX3X42803	0	0	7	3
XXX3X42806	96	79	2	6
XXX3X42810	0	0	0	1
XXX3X42820	0	1	7	6
XXX3X42830	0	0	0	0
XXX3X42835	0	1	1	0
XXX3X42836	1	0	2	0
XXX3X42837	0	2	9	3
XXX3X42850	0	61	12	6
XXX3X42860	0	275	3	3
XXX3X42870	0	0	4	1
XXX3X42875	0	0	0	0
XXX3X06485	0	0	0	0
XXX3X42880	0	0	5	6
XXX3X42883	0	2	4	2
XXX3X42886	1	3	11	6
XXX3X42890	0	0	1	2
XXX3X42900	3	1	8	1
XXX3X42910	0	1	0	1
XXX3X42913	0	0	0	0
XXX3X42916	0	0	0	0
XXX3X42920	0	0	0	0
XXX3X42922	0	0	0	0
XXX3X42924	1	0	1	1
XXX3X42927	1	0	5	2
XXX3X42930	0	0	3	0
XXX3X42935	1	2	22	5
XXX3X42940	0	0	1	0
XXX3X42945	3	0	4	1
XXX3X42950	0	2	3	1
XXX3X42960	0	0	0	0
XXX3X42980	1	0	0	0
XXX3X42990	0	1	1	0
XXX3X42993	5	2	7	7
XXX3X42996	2	0	5	2
XXX3X43000	1	0	0	0
XXX3X43005	0	0	0	0
XXX3X42995	0	0	1	0
XXX3X43020	0	3	10	8
XXX3X43025	0	0	0	0
XXX3X43040	1	0	0	5
XXX3X43050	0	0	0	0
XXX3X43060	0	1	0	1
XXX3X43070	0	0	0	0
XXX3X43080	2	1	1	0
XXX3X43083	0	1	0	0
XXX3X06495	0	0	0	0
XXX3X06515	0	0	0	1
XXX3X06525	0	0	0	0
XXX3X43090	1	0	2	3
XXX3X43095	0	0	1	0
XXX3X43100	1	0	0	0
XXX3X43110	0	0	1	0
XXX3X43120	1	0	0	1
XXX3X43123	0	0	0	0
XXX3X43126	0	0	4	0
XXX3X43128	0	0	1	0
XXX3X43130	0	1	4	0
XXX3X43140	0	0	0	0
XXX3X43141	0	0	3	0
XXX3X43142	0	2	0	0
XXX3X43144	0	0	6	7
XXX3X43146	1	0	3	0
XXX3X43147	0	1	3	2
XXX3X43148	8	3	14	2
XXX3X43150	2	0	7	3
XXX3X43151	1	3	7	1
XXX3X43152	0	0	8	1
XXX3X43153	1	0	2	1
XXX3X43154	1	0	6	1
XXX3X43156	0	0	1	2
XXX3X43157	0	0	4	3
XXX3X43158	2	1	0	3
XXX3X43160	0	0	2	0
XXX3X06535	0	0	0	0
XXX3X06555	0	0	0	0
XXX3X43170	0	0	2	0
XXX3X43175	1	1	12	4
XXX3X43180	0	0	1	1
XXX3X43190	1	4	7	1
XXX3X43200	0	0	2	1
XXX3X43205	0	0	0	0
XXX3X43210	69	1110	593	4
XXX3X43220	615	628	209	1
XXX3X43230	515	820	327	1182
XXX3X43240	491	125	116	470
XXX3X43250	2890	523	173	176
XXX3X43251	1	0	0	0
XXX3X43260	0	0	2	1
XXX3X43270	53	0	3	4
XXX3X06565	0	0	0	0
XXX3X43280	0	0	0	0
XXX3X43290	0	0	0	0
XXX3X43291	0	0	0	0
XXX3X06575	0	0	0	0
