Geneid	Fx593-CIM0DP-RNA-R1	Fx593-CIM0DP-RNA-R2	Fx600-CIM0DP-RNA-R1	Fx600-CIM0DP-RNA-R2
XXX5X33390	0	0	1	0
XXX5X33395	0	0	0	0
XXX5X33398	0	0	2	0
XXX5X33402	0	2	2	0
XXX5X33404	0	0	0	2
XXX5X33406	0	0	2	0
XXX5X05075	0	0	0	1
XXX5X05095	0	0	0	1
XXX5X33399	1	0	1	1
XXX5X33400	0	0	1	0
XXX5X33405	0	0	6	3
XXX5X33410	0	0	3	2
XXX5X33415	2	4	2	1
XXX5X33420	0	2	1	0
XXX5X33422	2	2	8	7
XXX5X33424	6	2	20	3
XXX5X33427	0	1	3	3
XXX5X33428	2	5	12	6
XXX5X33432	0	0	1	0
XXX5X05105	0	0	0	0
XXX5X33436	0	0	0	0
XXX5X33441	2	0	0	0
XXX5X33439	0	1	0	2
XXX5X33433	0	0	0	1
XXX5X33431	0	0	3	2
XXX5X33434	0	0	4	6
XXX5X33438	0	0	6	3
XXX5X33442	0	1	4	4
XXX5X33533	1	1	12	12
XXX5X33624	2	1	8	7
XXX5X33715	0	0	0	0
XXX5X33806	0	0	1	0
XXX5X33898	1	0	0	0
XXX5X33990	0	0	1	1
XXX5X34082	0	0	3	0
XXX5X34174	0	0	0	0
XXX5X34266	0	0	0	0
XXX5X34358	0	0	0	0
XXX5X34376	0	0	0	0
XXX5X34394	0	0	0	0
XXX5X34412	0	0	0	0
XXX5X34431	0	0	5	2
XXX5X34450	0	0	10	1
XXX5X34460	2	0	1	0
XXX5X34480	0	0	6	5
XXX5X34500	0	0	8	2
XXX5X34520	1	0	3	5
XXX5X34540	0	0	4	1
XXX5X34560	1	0	1	0
XXX5X34581	0	0	0	0
XXX5X34602	0	0	12	5
XXX5X34623	0	1	1	3
XXX5X34644	0	2	1	1
XXX5X34665	7	1	5	10
XXX5X34686	0	2	2	1
XXX5X34696	0	0	0	0
XXX5X34707	0	0	1	1
XXX5X34728	0	0	0	0
XXX5X34749	0	0	2	3
XXX5X34770	2	0	1	2
XXX5X34780	1	0	1	1
XXX5X34790	0	0	0	3
XXX5X34795	1	1	9	0
XXX5X34800	0	0	1	3
XXX5X34810	0	0	1	0
XXX5X34820	0	0	0	1
XXX5X34825	0	0	0	0
XXX5X34830	0	0	3	0
XXX5X34829	0	0	0	0
XXX5X34831	0	0	1	0
XXX5X34832	0	0	1	0
XXX5X34833	2	0	6	5
XXX5X34834	0	0	4	0
XXX5X34835	0	0	1	0
XXX5X34836	0	0	2	4
XXX5X34837	0	0	0	2
XXX5X34838	0	1	2	0
XXX5X34839	0	0	0	0
XXX5X34841	0	0	4	2
XXX5X34842	0	0	4	0
XXX5X34843	1	0	0	1
XXX5X34844	0	0	0	0
XXX5X34845	0	0	3	1
XXX5X34846	0	0	0	0
XXX5X34847	0	0	0	0
XXX5X34840	0	0	0	1
XXX5X34848	0	0	0	1
XXX5X34869	4	0	0	1
XXX5X34849	0	2	2	5
XXX5X34871	2	1	0	1
XXX5X34851	3	2	16	5
XXX5X34828	0	0	0	0
XXX5X05125	0	0	0	0
XXX5X05135	0	0	0	0
XXX5X34852	0	0	0	1
XXX5X34853	1	1	6	1
XXX5X34850	1144	417	1655	375
XXX5X34854	0	0	2	2
XXX5X34855	0	0	0	0
XXX5X34856	2	0	7	7
XXX5X34857	0	0	0	0
XXX5X34858	0	1	1	3
XXX5X34859	0	0	2	1
XXX5X34861	1	0	4	0
XXX5X34862	0	2	6	4
XXX5X34863	1	0	0	1
XXX5X34864	0	0	1	0
XXX5X34865	0	0	2	2
XXX5X34866	0	0	0	1
XXX5X34867	3	1	3	3
XXX5X34868	0	2	5	0
XXX5X34860	0	2	12	4
XXX5X34870	3	2	6	1
XXX5X34880	0	0	0	2
XXX5X34882	0	0	0	0
XXX5X34881	0	0	0	0
XXX5X34883	0	0	0	0
XXX5X34885	0	0	0	0
XXX5X34887	0	0	0	0
XXX5X34890	0	0	0	0
XXX5X34895	1	0	1	0
XXX5X34900	0	1	3	3
XXX5X34903	0	0	0	0
XXX5X34905	0	0	0	0
XXX5X34908	0	0	0	1
XXX5X34910	0	0	0	0
XXX5X34920	0	0	0	0
XXX5X34925	0	0	0	3
XXX5X34930	164	0	185	2
XXX5X34940	0	0	4	11
XXX5X34945	1	0	2	0
XXX5X05155	0	0	0	0
XXX5X34950	0	0	1	0
XXX5X34960	0	3	3	3
XXX5X34965	1	0	12	3
XXX5X34970	0	1	1	3
XXX5X34980	0	0	2	0
XXX5X34985	0	1	11	5
XXX5X34990	0	0	2	2
XXX5X35000	1	0	1	1
XXX5X35010	1	0	0	0
XXX5X35020	0	0	0	0
XXX5X35021	0	0	0	2
XXX5X35023	0	0	2	4
XXX5X35025	0	3	6	2
XXX5X35030	0	0	0	0
XXX5X35035	0	0	1	1
XXX5X35040	0	0	3	1
XXX5X35045	0	2	2	1
XXX5X35046	0	0	0	1
XXX5X35048	0	0	0	0
XXX5X35050	0	0	0	2
XXX5X35052	1	1	7	0
XXX5X35057	3	6	23	12
XXX5X35061	0	0	0	1
XXX5X35065	0	0	1	0
XXX5X35067	0	0	0	0
XXX5X35069	0	0	0	0
XXX5X35070	0	0	4	0
XXX5X35073	1	0	2	1
XXX5X35076	1	1	13	3
XXX5X35080	192	0	1	233
XXX5X35090	0	0	0	0
XXX5X35100	155	414	372	102
XXX5X35110	746	252	0	1
XXX5X35111	2	0	3	2
XXX5X35113	0	0	4	3
XXX5X35116	2	1	8	3
XXX5X35118	1	0	0	1
XXX5X35120	0	0	3	0
XXX5X05175	0	0	2	0
XXX5X35130	0	0	7	3
XXX5X35140	0	0	1	0
XXX5X35142	0	1	1	1
XXX5X35145	0	0	0	2
XXX5X35146	0	0	0	0
XXX5X35148	0	0	0	2
XXX5X35150	0	0	3	3
XXX5X35160	43	0	8	1
XXX5X35170	1	7	2	323
XXX5X35180	969	2041	4	424
XXX5X35190	0	0	0	0
XXX5X35195	0	0	0	0
XXX5X35200	3024	2527	3135	1622
XXX5X35205	2	1	8	2
XXX5X35207	0	1	2	0
XXX5X35210	26	400	358	471
XXX5X35220	9	167	0	8
XXX5X35230	0	0	0	3
XXX5X35240	0	1	1	0
XXX5X35250	0	1	3	0
XXX5X35260	3	0	2	0
XXX5X35270	2	0	0	0
XXX5X35280	0	0	0	0
XXX5X35300	0	0	0	0
XXX5X35310	0	0	1	0
XXX5X35320	6619	8539	6279	6419
XXX5X35330	719	136	165	258
XXX5X35331	1	0	13	8
XXX5X35332	1	0	1	0
XXX5X35334	0	0	1	0
XXX5X35336	0	0	0	0
XXX5X35337	0	0	0	0
XXX5X35338	0	0	0	0
XXX5X35339	0	0	0	0
XXX5X35341	0	0	0	0
XXX5X35340	0	0	0	0
XXX5X35344	0	0	0	0
XXX5X35348	0	0	0	0
XXX5X35353	0	0	4	1
XXX5X35354	1	0	3	0
XXX5X35356	0	0	1	0
XXX5X35360	276	404	7	598
XXX5X35370	1	1	46	915
XXX5X35375	0	0	0	0
XXX5X35380	0	1	3	1
XXX5X35390	3	1	2	6
XXX5X35400	364	0	4	4
XXX5X35405	0	0	6	0
XXX5X35410	100	50	8	326
XXX5X35413	0	0	7	3
XXX5X35416	1	3	4	5
XXX5X35420	0	0	0	1
XXX5X35425	0	0	0	1
XXX5X35430	518	472	9	78
XXX5X35450	1495	727	10	6
XXX5X35460	8056	12647	16935	12097
XXX5X05195	0	0	0	0
XXX5X35475	1	0	0	0
XXX5X35480	0	0	1	0
XXX5X35490	1	0	1	2
XXX5X05205	0	0	0	1
XXX5X05215	0	0	0	0
XXX5X35495	0	0	7	7
XXX5X35510	0	0	3	4
XXX5X35520	0	3	10	2
XXX5X35525	4	0	1	0
XXX5X35530	800	685	126	0
XXX5X35535	1	0	2	3
XXX5X35540	0	0	0	0
XXX5X35550	0	0	0	0
XXX5X35555	0	2	8	2
XXX5X05235	0	0	1	0
XXX5X35560	956	937	224	57
XXX5X35570	615	650	573	1
XXX5X35575	0	0	2	1
XXX5X35580	2249	4665	1930	2218
XXX5X35590	698	849	227	438
XXX5X35600	0	0	1	0
XXX5X35601	0	0	0	0
XXX5X35602	1	1	3	2
XXX5X35603	0	0	6	2
XXX5X35604	0	0	4	6
XXX5X35606	0	0	1	1
XXX5X35607	0	1	1	2
XXX5X35608	1	0	4	2
XXX5X35605	0	0	0	0
XXX5X35610	1	0	0	0
XXX5X35615	0	0	1	3
XXX5X35620	665	924	381	508
XXX5X35630	3	1	7	463
XXX5X35640	0	0	0	0
XXX5X35643	4	4	21	13
XXX5X35646	1	0	1	0
XXX5X35650	0	0	0	2
XXX5X35655	0	0	0	0
XXX5X35657	0	0	1	3
XXX5X35660	0	1	0	0
XXX5X35670	2	711	7	4
XXX5X35680	2967	3226	2125	1705
XXX5X35688	118	46	0	0
XXX5X35690	131	1420	99	113
XXX5X35695	0	0	2	0
XXX5X05255	0	0	0	0
XXX5X35698	0	0	0	0
XXX5X35700	137	189	28	5
XXX5X35710	0	0	0	2
XXX5X05265	0	0	0	0
XXX5X35715	0	0	5	2
XXX5X35720	0	0	0	0
XXX5X35725	0	0	1	0
XXX5X35730	603	1	388	7
XXX5X35732	159	674	3	2
XXX5X35735	34694	38843	24622	25438
XXX5X35736	0	0	0	0
XXX5X35737	0	0	0	1
XXX5X05275	0	9	0	0
XXX5X05295	0	0	0	0
XXX5X35738	0	131	1	0
XXX5X35740	0	39	2	0
XXX5X35750	0	3	14	10
XXX5X35753	88	204	2	1
XXX5X35756	0	0	3	3
XXX5X35760	0	0	0	0
XXX5X35770	0	0	0	0
XXX5X35775	0	0	3	4
XXX5X35777	0	1	11	4
XXX5X35780	0	1	1	1
XXX5X35790	0	0	0	2
XXX5X35791	0	2	2	3
XXX5X35792	1	0	1	2
XXX5X35794	0	0	6	1
XXX5X35796	0	0	2	1
XXX5X35798	1	1	0	0
XXX5X35800	1	0	2	0
XXX5X35802	1	0	1	1
XXX5X35805	0	0	0	0
XXX5X35810	0	1	0	0
XXX5X35820	7	3	3	2
XXX5X35830	0	0	8	4
XXX5X35840	0	177	1	1
XXX5X35860	0	0	0	0
XXX5X35870	0	0	0	0
XXX5X35880	0	0	0	0
XXX5X35890	0	0	2	0
XXX5X35900	0	0	0	0
XXX5X35910	418	408	14	3
XXX5X35912	0	2	3	2
XXX5X35913	0	0	2	0
XXX5X35914	0	0	1	0
XXX5X35915	1	0	0	1
XXX5X35917	2	0	2	0
XXX5X35918	0	0	0	0
XXX5X35920	0	0	0	0
XXX5X35923	0	0	0	0
XXX5X35926	0	0	6	1
XXX5X35927	0	0	0	0
XXX5X35930	182	3	174	143
XXX5X35932	0	0	1	4
XXX5X35935	751	483	15	15
XXX5X35940	0	0	5	2
XXX5X35945	0	0	0	0
XXX5X35950	0	0	3	1
XXX5X35960	15	28	2	4
XXX5X35965	0	1	17	2
XXX5X35970	1	0	8	64
XXX5X35980	190	752	1245	187
XXX5X35995	1208	0	2	450
XXX5X36000	0	0	3	2
XXX5X36002	0	0	0	0
XXX5X36001	0	0	1	0
XXX5X36005	1	1	1	0
XXX5X36010	0	0	3	0
XXX5X36015	0	0	1	0
XXX5X36020	0	0	2	1
XXX5X36030	2	0	3	1
XXX5X36035	0	0	2	1
XXX5X36040	0	0	0	0
XXX5X36050	0	0	0	1
XXX5X36060	0	0	0	1
XXX5X36070	0	2	1	0
XXX5X36075	0	0	2	0
XXX5X36080	0	0	0	0
XXX5X36090	0	0	0	1
XXX5X36100	0	0	0	0
XXX5X36110	2	2	6	10
XXX5X36120	1	1	10	6
XXX5X36125	1	0	4	1
XXX5X36130	0	0	0	0
XXX5X36140	0	0	0	0
XXX5X36150	1	0	1	0
XXX5X05325	0	0	0	0
XXX5X36160	1	347	1009	17
XXX5X36170	904	0	405	1409
XXX5X36180	0	0	843	1
XXX5X36185	0	0	0	0
XXX5X36190	0	0	0	1
XXX5X36200	1	4	5	0
XXX5X36210	10	3	25	10
XXX5X36220	2	1	676	1503
XXX5X36223	0	0	1	0
XXX5X36225	0	1	0	4
XXX5X36226	0	0	3	4
XXX5X36228	1	1	1	1
XXX5X36230	300	617	341	1
XXX5X36240	0	2	0	1
XXX5X36250	1	1	2	1083
XXX5X36260	1	1	12	3
XXX5X05335	0	0	0	0
XXX5X36270	0	0	1	0
XXX5X36275	1	0	6	1
XXX5X36280	0	0	0	0
XXX5X36290	280	524	509	731
XXX5X36293	0	0	1	0
XXX5X36296	0	2	4	1
XXX5X36297	0	0	0	0
XXX5X36300	0	0	3	1
XXX5X36310	0	0	0	0
XXX5X36320	0	1	4	0
XXX5X36330	0	1	0	0
XXX5X36340	0	0	0	0
XXX5X36350	0	0	0	0
XXX5X36360	0	0	1	3
XXX5X36370	0	0	0	0
XXX5X36380	0	0	0	0
XXX5X36390	0	0	0	0
XXX5X36400	0	0	0	0
XXX5X36410	0	0	0	0
XXX5X36420	0	0	0	0
XXX5X36430	0	0	0	0
XXX5X36440	0	0	0	0
XXX5X36450	0	0	0	0
XXX5X36460	1	0	1	1
XXX5X36470	0	0	0	0
XXX5X36480	1	0	3	0
XXX5X36490	0	0	3	0
XXX5X36500	0	0	0	0
XXX5X36510	0	0	0	0
XXX5X36520	0	0	0	0
XXX5X36530	0	1	8	2
XXX5X36540	0	0	2	2
XXX5X36550	0	0	1	2
XXX5X36650	0	0	1	1
XXX5X36655	4	2	4	3
XXX5X36657	0	0	1	2
XXX5X36658	0	0	1	1
XXX5X36659	1	0	0	0
XXX5X36661	0	0	0	0
XXX5X36662	0	0	0	0
XXX5X36660	0	0	0	0
XXX5X36670	0	0	0	0
XXX5X36680	0	0	0	0
XXX5X36685	0	0	0	0
XXX5X36690	0	0	0	0
XXX5X36700	0	0	0	65
XXX5X36710	0	0	0	0
XXX5X36720	0	0	0	0
XXX5X36722	0	0	0	0
XXX5X36730	0	0	0	0
XXX5X36732	0	0	0	0
XXX5X36734	0	0	0	0
XXX5X36736	0	0	0	0
XXX5X36738	0	0	0	0
XXX5X36739	0	0	0	0
XXX5X36737	0	0	0	0
XXX5X36740	0	0	0	0
XXX5X36770	0	0	0	0
XXX5X36775	0	0	0	0
XXX5X36780	0	0	0	0
XXX5X36790	0	0	0	5
XXX5X36800	0	0	0	0
XXX5X36805	0	0	0	0
XXX5X36810	0	0	0	0
XXX5X36820	0	0	0	0
XXX5X36825	0	0	0	0
XXX5X36830	0	0	0	0
XXX5X36840	0	0	0	0
XXX5X36850	0	0	0	0
XXX5X36860	0	0	9	2
XXX5X36870	2	0	6	2
XXX5X36880	4	960	1161	1395
XXX5X36890	489	0	3	33
XXX5X36900	0	0	0	0
XXX5X36907	300	35	0	0
XXX5X36903	0	0	2	0
XXX5X36904	0	1	0	1
XXX5X36905	0	1	4	1
XXX5X36910	0	0	9	8
XXX5X36920	1	0	2	18
XXX5X36925	44	1096	4964	2929
XXX5X36930	1	2	11	3
XXX5X36935	2	0	9	1
XXX5X36937	0	0	0	0
XXX5X36940	708	234	553	669
XXX5X36950	405	1	5	6
XXX5X36960	485	130	17	0
XXX5X36970	207	201	1776	2484
XXX5X36980	0	0	0	0
XXX5X36990	0	0	1	1
XXX5X37000	0	0	1	1
XXX5X37010	0	0	3	1
XXX5X37017	0	0	0	0
XXX5X37020	1	489	9	4
XXX5X37030	2	0	2	2
XXX5X37040	0	1	1	0
XXX5X37050	0	0	0	1
XXX5X37055	326	2	222	216
XXX5X37060	0	1	5	4
XXX5X37070	908	829	3398	2012
XXX5X37072	1	0	0	1
XXX5X37080	1	1	4	1
XXX5X37090	2	0	6	6
XXX5X37100	3	0	5	10
XXX5X37110	1	1	4	4
XXX5X37120	0	0	0	1
XXX5X37125	0	2	7	2
XXX5X37130	508	464	21	56
XXX5X37140	1	1	3	1
XXX5X37145	0	0	1	1
XXX5X37150	1	0	0	3
XXX5X37160	0	0	0	6
XXX5X37165	0	0	3	1
XXX5X05375	0	0	0	0
XXX5X05385	0	0	0	0
XXX5X37170	1	2	10	0
XXX5X37175	1	1	5	4
XXX5X37180	2	3	22	10
XXX5X37190	4	0	4	3
XXX5X37200	0	0	0	1
XXX5X37210	1	1	9	15
XXX5X37220	0	0	2	1
XXX5X37230	0	0	2	1
XXX5X05395	0	0	0	0
XXX5X37240	1	0	8	0
XXX5X05415	0	0	1	0
XXX5X05425	0	0	0	0
XXX5X05445	0	0	0	0
XXX5X37247	0	0	3	3
XXX5X37250	186	186	0	2
XXX5X37260	1522	1985	21	353
XXX5X05455	0	0	0	0
XXX5X37270	0	0	2	0
XXX5X05465	0	0	2	0
XXX5X37280	0	0	0	1
XXX5X37290	0	3	2	0
XXX5X05475	0	0	0	0
XXX5X37300	0	1	6	0
XXX5X37310	1	0	6	2
XXX5X37320	0	0	3	0
XXX5X37330	0	0	0	1
XXX5X37340	26	1376	15	93
XXX5X37350	304	821	9	10
XXX5X37352	0	0	1	20
XXX5X37360	0	0	4	532
XXX5X37370	805	461	323	418
XXX5X37380	702	788	414	485
XXX5X37381	0	0	3	3
XXX5X37383	0	0	2	2
XXX5X37385	0	0	0	0
XXX5X37390	0	0	1	2
XXX5X37400	1	0	1	1
XXX5X37410	2	1	0	3
XXX5X37415	0	0	0	1
XXX5X37420	1	1	7	1
XXX5X37430	0	1	0	0
XXX5X37440	0	0	178	0
XXX5X37442	1	0	0	0
XXX5X37445	0	0	1	0
XXX5X37450	0	2	10	8
XXX5X37460	0	1	7	3
XXX5X37470	0	0	2	3
XXX5X05485	0	0	0	0
XXX5X37475	839	663	5	435
XXX5X37473	0	0	0	0
XXX5X37474	0	0	0	0
XXX5X37476	0	0	0	0
XXX5X05495	0	0	0	0
XXX5X37478	0	0	2	1
XXX5X37480	0	278	1	2
XXX5X37485	0	0	0	0
XXX5X37490	0	0	0	0
XXX5X37500	0	291	0	28
XXX5X37510	1448	420	311	7
XXX5X37520	1	0	0	0
XXX5X37530	0	0	3	0
XXX5X37540	1189	681	1	1
XXX5X37550	3	0	6	7
XXX5X37560	0	2	3	4
XXX5X37570	0	0	6	0
XXX5X37590	24	39	7	4
XXX5X37600	0	0	125	2
XXX5X37610	0	0	0	0
XXX5X37620	0	1	0	0
XXX5X37630	0	0	2	3
XXX5X37640	0	0	1	0
XXX5X37650	0	2	1	1
XXX5X37660	1	0	2	2
XXX5X37665	0	2	3	5
XXX5X37670	1483	2915	307	1103
XXX5X37680	2	172	4	59
XXX5X37690	1	0	1	6
XXX5X37710	557	238	53	1
XXX5X37715	0	0	0	0
XXX5X37720	102	371	308	3
XXX5X37730	0	0	0	0
XXX5X37732	0	0	0	0
XXX5X37740	317	0	0	15
XXX5X37750	139	0	854	50
XXX5X37760	0	0	0	0
XXX5X37770	427	701	207	474
XXX5X37780	4535	2931	1851	1454
XXX5X05515	0	0	2	0
XXX5X37790	1	72	2	123
XXX5X37793	22	0	3	1
XXX5X05525	0	0	1	0
XXX5X05535	0	0	0	0
XXX5X05545	0	1	0	1
XXX5X37795	0	0	0	0
XXX5X37800	0	3	3	0
XXX5X37810	0	0	0	0
XXX5X37820	0	0	0	0
XXX5X37830	0	92	10	4
XXX5X37840	0	0	0	0
XXX5X37850	12	175	7	457
XXX5X37860	1	0	0	0
XXX5X05555	0	0	0	0
XXX5X37870	1	0	2	0
XXX5X37872	1	0	2	4
XXX5X37875	0	0	2	0
XXX5X37880	0	0	0	0
XXX5X37890	0	0	2	6
XXX5X37900	1	0	1	2
XXX5X37910	1	0	3	1
XXX5X05565	0	0	4	2
XXX5X37920	0	1	29	6
XXX5X37930	529	505	54	327
XXX5X37940	1	0	1	4
XXX5X05585	0	0	3	0
XXX5X37950	0	0	4	4
XXX5X37960	0	0	0	0
XXX5X37970	0	0	0	0
XXX5X37980	0	0	1	0
XXX5X37990	0	1	1	0
XXX5X05605	0	0	1	1
XXX5X38000	0	0	6	0
XXX5X38005	199	0	3	0
XXX5X38010	0	0	0	0
XXX5X38020	2	0	0	0
XXX5X38030	0	0	3	2
XXX5X38035	0	0	2	0
XXX5X38037	0	0	2	0
XXX5X38040	0	1	0	0
XXX5X38050	0	0	0	0
XXX5X38060	40	0	136	0
XXX5X38070	0	0	1	1
XXX5X38080	0	0	3	0
XXX5X38090	0	1	3	1
XXX5X38096	0	1	0	1
XXX5X38100	0	0	3	1
XXX5X05625	0	0	2	1
XXX5X38110	0	174	0	1
XXX5X38120	0	1	1	2
XXX5X38130	0	1	4	2
XXX5X38140	37	0	44	1
XXX5X38150	1	76	197	214
XXX5X38155	0	0	2	0
XXX5X38160	0	0	0	1
XXX5X38170	0	0	0	0
XXX5X38180	0	0	0	0
XXX5X38190	2	5	21	15
XXX5X38192	1	3	3	1
XXX5X38195	0	0	0	0
XXX5X38197	0	0	1	1
XXX5X38200	15	1349	104	448
XXX5X38212	0	0	0	0
XXX5X38210	0	0	0	0
XXX5X38220	200	1	492	42
XXX5X05645	0	2	1	2
XXX5X38230	2	0	22	6
XXX5X38240	0	201	4	2
XXX5X38250	3	0	6	2
XXX5X05665	0	0	0	1
XXX5X38260	0	2	3	0
XXX5X05685	0	0	2	2
XXX5X38270	1	0	1	0
XXX5X38275	0	0	0	1
XXX5X38280	350	1912	9	8
XXX5X38285	2	2	8	4
XXX5X38290	0	0	0	3
XXX5X38300	0	0	0	0
XXX5X38310	0	0	0	0
XXX5X05695	0	0	0	0
XXX5X38317	0	0	0	0
XXX5X38320	1	0	5	7
XXX5X05705	0	0	2	3
XXX5X38330	3	0	6	5
XXX5X38340	0	4	2	3
XXX5X38344	0	164	0	1
XXX5X38350	0	0	0	2
XXX5X38360	0	0	1	1
XXX5X38365	1	0	2	3
XXX5X38378	0	0	0	0
XXX5X38380	0	4	2	218
XXX5X38383	3	0	10	3
XXX5X38386	0	0	5	3
XXX5X38390	0	0	3	0
XXX5X38393	1	0	7	2
XXX5X38391	0	0	0	0
XXX5X38392	0	0	0	0
XXX5X38396	1	0	0	1
XXX5X38397	0	0	0	0
XXX5X38400	0	0	1	0
XXX5X38410	2	5	5	26807
XXX5X05745	0	0	0	0
XXX5X05725	0	0	0	0
XXX5X38420	1	3	4	7889
XXX5X38430	1	1	2	3024
XXX5X38435	1	0	3	0
XXX5X38437	0	0	2	2
XXX5X38440	0	0	0	0
XXX5X38450	0	2	5	1
XXX5X38460	0	0	4	1
XXX5X38470	485	473	359	694
XXX5X05755	0	43	0	0
XXX5X38480	268	439	2	3
XXX5X38490	1	0	3	2
XXX5X05765	0	0	1	0
XXX5X38500	0	0	0	0
XXX5X38510	157	0	4	10
XXX5X38520	0	1	7	1270
XXX5X38530	2	328	3	17
XXX5X38540	0	0	7	0
XXX5X38550	1	0	269	4
XXX5X38560	1	25	0	97
XXX5X38565	0	0	1	0
XXX5X38570	0	2	3	0
XXX5X38580	0	0	0	0
XXX5X38590	0	0	2	2
XXX5X38595	2	0	0	0
XXX5X38600	0	83	8	0
XXX5X38610	0	139	1	0
XXX5X38620	0	0	3	2
XXX5X38630	11	0	1	177
XXX5X38640	803	73	4	2
XXX5X38660	0	0	1	2
XXX5X38650	0	0	0	0
XXX5X38670	0	0	0	0
XXX5X38680	2	0	0	0
XXX5X38690	143	1056	1	135
XXX5X38700	82	1	0	0
XXX5X38705	0	0	3	0
XXX5X38710	133	474	151	81
XXX5X38720	33	792	5	5
XXX5X38730	85	1	2	4
XXX5X38740	0	0	2	1
XXX5X05785	0	0	0	1
XXX5X38743	0	0	0	0
XXX5X05805	0	0	0	0
XXX5X38747	12	0	2	3
XXX5X05815	0	0	0	0
XXX5X38750	0	0	3	0
XXX5X38760	1	1	6	1
XXX5X38770	0	0	2	1
XXX5X05835	0	0	0	0
XXX5X05825	0	0	0	0
XXX5X38780	0	0	1	0
XXX5X05845	0	0	1	0
XXX5X38790	0	0	0	0
XXX5X05855	0	0	0	0
XXX5X38800	0	0	0	0
XXX5X38810	0	0	0	1
XXX5X38820	1	1	4	1
XXX5X38830	3887	2237	682	816
XXX5X38840	3	1318	2	134
XXX5X38850	0	0	105	3
XXX5X38860	0	1	436	3
XXX5X38870	0	0	0	87
XXX5X38865	1	0	0	102
XXX5X38880	1	132	169	73
XXX5X38890	231	687	470	186
XXX5X38895	676	507	158	896
XXX5X38900	1	0	2	0
XXX5X05865	0	0	0	0
XXX5X38905	0	0	1	0
XXX5X38910	0	1	4	1
XXX5X38920	0	0	2	0
XXX5X38930	0	1	1	3
XXX5X38940	0	0	0	0
XXX5X38950	0	0	1	0
XXX5X38960	1	0	1	1
XXX5X38970	3	1	4	3
XXX5X38975	0	0	0	0
XXX5X05875	0	0	1	0
XXX5X38980	0	0	0	0
XXX5X38990	0	0	0	46
XXX5X39000	0	0	1	0
XXX5X39010	0	0	0	0
XXX5X39020	3	2	150	2
XXX5X39024	0	0	0	0
XXX5X39030	1	0	7	2
XXX5X39040	474	298	307	3015
XXX5X39050	360	1	0	669
XXX5X39060	0	0	0	0
XXX5X39070	0	0	0	1
XXX5X39080	0	0	4	1
XXX5X39090	4	3	11	8
XXX5X39095	1	0	6	1
XXX5X39100	0	0	0	0
XXX5X39110	0	0	2	0
XXX5X39120	0	0	1	1
XXX5X39130	0	0	1	0
XXX5X39140	0	0	0	0
XXX5X39150	2	0	0	0
XXX5X39155	0	0	1	0
XXX5X39160	0	1	2	1
XXX5X39170	0	0	0	2
XXX5X39180	0	0	0	1
XXX5X39185	0	0	0	0
XXX5X39190	0	0	2	2
XXX5X39200	0	0	0	0
XXX5X39205	0	0	0	0
XXX5X39210	0	0	3	136
XXX5X39220	0	0	3	2
XXX5X39230	0	0	0	0
XXX5X05885	0	0	0	0
XXX5X05895	0	0	0	2
XXX5X39240	0	0	0	0
XXX5X39245	1	2	9	2
XXX5X39250	0	0	6	3
XXX5X39260	0	0	0	0
XXX5X39270	1	0	0	0
XXX5X39280	0	0	1	1
XXX5X39290	0	0	1	0
XXX5X39300	0	0	1	1
XXX5X39310	0	0	2	0
XXX5X39320	0	0	0	0
XXX5X39330	2	0	10	0
XXX5X39340	185	86	1	5
XXX5X39350	0	222	4	1
XXX5X39360	248	637	2	281
XXX5X39365	2	0	1	2
XXX5X05905	0	0	0	0
XXX5X39370	0	0	1	0
XXX5X39380	1477	311	70	1
XXX5X39390	0	0	0	1
XXX5X39400	0	0	0	0
XXX5X39410	408	247	1	1
XXX5X05925	0	0	1	0
XXX5X39420	1	1	6	4
XXX5X39430	0	0	7	1
XXX5X39440	0	0	0	0
XXX5X39450	0	15	2	3
XXX5X39460	0	0	1	1
XXX5X05935	0	0	0	0
XXX5X05955	0	0	0	0
XXX5X39470	0	0	0	0
XXX5X39471	0	2	3	1
XXX5X39473	2	0	2	0
XXX5X39480	0	0	1	0
XXX5X39490	0	0	5	4
XXX5X39493	0	0	0	1
XXX5X39500	163	2	3	8
XXX5X39510	753	1194	189	808
XXX5X05975	0	0	10	0
XXX5X39520	0	0	255	2
XXX5X39530	2	0	930	237
XXX5X39535	0	0	0	0
XXX5X39532	0	0	0	0
XXX5X39533	0	3	3	0
XXX5X39540	0	0	5	2
XXX5X39550	0	0	3	64
XXX5X39560	0	0	0	2
XXX5X39570	2253	1476	1578	842
XXX5X39580	0	2	5674	3848
XXX5X39590	278	740	656	215
XXX5X39600	1	0	0	0
XXX5X39610	0	118	127	54
XXX5X39620	2	1	2	2
XXX5X39630	0	0	0	1
XXX5X39640	0	0	1	0
XXX5X39645	0	0	0	1
XXX5X39650	0	0	7	2
XXX5X39660	547	67	253	4
XXX5X39670	23	96	24	54
XXX5X05995	0	0	0	0
XXX5X39680	2	0	9	77
XXX5X39690	0	0	0	0
XXX5X06005	0	0	1	0
XXX5X39700	0	0	0	0
XXX5X39710	0	0	4	6
XXX5X39715	0	0	0	0
XXX5X39720	0	422	537	3
XXX5X39730	604	636	1	166
XXX5X39740	1309	2529	365	7
XXX5X39750	1	0	2	0
